TransactionIndex,IcrRecordIndex,NumIcrRecordIndices,AlbarakaIndex,Number of ALB Indexes,GrandeLivreIndex,Number of GL Indexes,Date Discrepancy,Amount,Amount Discrepancy,Post Day,Post Month,Post Year,Value Day,Value Month,Value Year,libdesc,reftran,Bank Account,Bank Name,Bank Currency,GL Memo,GL Company
122,"[7902, 29931, 40940, 46560, 50757, 55128, 69116, 72750, 101513]",9,[129],1,[14656],1,4,-7353745,,19,3,2012,19,3,2012,paiementcheque,3163706,7881190056212,MARETAP,TND,c3163706 rgt/f.m-slama,al baraka tnd maretap
123,"[12090, 46789, 47037, 69564, 78113, 79610, 79981]",7,[130],1,[14658],1,4,-1840834,,19,3,2012,19,3,2012,paiementcheque,3163710,7881190056212,MARETAP,TND,c3163710 rgt/quit.steg,al baraka tnd maretap
124,"[12289, 13573, 38220, 46362, 56805, 58926, 93773]",7,[131],1,[14662],1,2,-1250.0,,21,3,2012,21,3,2012,paiementcheque,3163714,7881190056212,MARETAP,TND,c3163714 rgt/otosure,al baraka tnd maretap
125,"[32804, 68987, 70163, 82190, 121358]",5,[132],1,[14663],1,0,-14514.0,,26,3,2012,26,3,2012,paiementcheque,3163715,7881190056212,MARETAP,TND,c3163715 rgt/f.ghodbane,al baraka tnd maretap
126,"[25433, 40102, 86515]",3,[133],1,[14665],1,0,-418.8,,27,3,2012,27,3,2012,paiementcheque,3163717,7881190056212,MARETAP,TND,c3163717 rgt/f.ben jannet,al baraka tnd maretap
127,"[13377, 21859, 83262, 111309]",4,[134],1,[14664],1,1,-12000.0,,27,3,2012,27,3,2012,paiementcheque,3163716,7881190056212,MARETAP,TND,c3163716 rgt/prets personnels,al baraka tnd maretap
128,"[53865, 59204, 71293, 72221, 99866, 107862]",6,"[135, 136]",2,[14668],1,1,-9.44,,30,3,2012,1,4,2012,BANKCHARGE1,,7881190056212,MARETAP,TND,frais bancaires,al baraka tnd maretap
129,"[9060, 73634, 94090, 116160]",4,[137],1,[14667],1,6,-600.3,,2,4,2012,2,4,2012,paiementcheque,3163719,7881190056212,MARETAP,TND,c3163719 rgt/f.a-liquide,al baraka tnd maretap
130,"[1097, 13134, 19051, 49517, 71269, 78630]",6,[138],1,[14666],1,14,-61655,,10,4,2012,10,4,2012,paiementcheque,3163718,7881190056212,MARETAP,TND,c3163718 rgt/f.gmtgs,al baraka tnd maretap
131,"[14204, 21700, 36957, 39276, 50206, 56025, 61663, 65576, 82135, 91251]",10,[139],1,[14670],1,0,-10000.0,,24,5,2012,24,5,2012,paiementcheque,3163722,7881190056212,MARETAP,TND,c3163722 avance/s.base,al baraka tnd maretap
132,"[7722, 12028, 12316, 46316, 58619, 67892, 70184, 71600, 82343, 97156]",10,[140],1,[14671],1,0,-14868.0,,25,5,2012,25,5,2012,paiementcheque,3163723,7881190056212,MARETAP,TND,c3163723 rgt/f.hatem,al baraka tnd maretap
133,"[266, 1331, 21588, 53348, 57092, 57224, 72611, 86086]",8,[141],1,[14669],1,1,-1231429,,25,5,2012,25,5,2012,paiementcheque,3163721,7881190056212,MARETAP,TND,c3163721 rgt/f.meublentub,al baraka tnd maretap
134,"[22140, 33763, 37522, 49079, 61779, 62147, 67021, 81287]",8,[142],1,[14678],1,1,-10480317,,30,5,2012,30,5,2012,paiementcheque,3163725,7881190056212,MARETAP,TND,c3163725 rgt/f.g.climat.,al baraka tnd maretap
135,"[40294, 64627, 73333, 88558]",4,[143],1,[14677],1,2,-300.3,,31,5,2012,31,5,2012,paiementcheque,3163724,7881190056212,MARETAP,TND,c3163724 rgt/f.bivouac,al baraka tnd maretap
136,"[16523, 51282, 51492, 68648, 74337, 109149, 124609]",7,[144],1,[14675],1,4,-1316.3,,1,6,2012,1,6,2012,paiementcheque,3163729,7881190056212,MARETAP,TND,c3163729 rgt/f.euro flex,al baraka tnd maretap
137,"[8446, 13500, 13526, 35119, 55019, 71376, 71475, 75836, 90800]",9,[145],1,[14676],1,4,-280.3,,1,6,2012,1,6,2012,paiementcheque,3163730,7881190056212,MARETAP,TND,c3163730 rgt/f.sams,al baraka tnd maretap
138,"[13478, 13515, 29259, 50791, 58807, 74030, 110022, 125069, 125078]",9,[146],1,[14674],1,4,-2219.72,,1,6,2012,1,6,2012,paiementcheque,3163728,7881190056212,MARETAP,TND,c3163728 rgt/f.d-filter,al baraka tnd maretap
139,"[1067, 17383, 39336, 73315, 76035, 91897, 124414]",7,[147],1,[14681],1,3,-2047372,,1,6,2012,1,6,2012,paiementcheque,3163733,7881190056212,MARETAP,TND,c3163733 rgt/f.g-tulip,al baraka tnd maretap
140,"[18072, 19065, 29294, 36975, 47206, 47383, 53100, 71101, 80341, 80595, 86705, 108324]",12,[148],1,[14679],1,3,-1500.3,,1,6,2012,1,6,2012,paiementcheque,3163731,7881190056212,MARETAP,TND,c3163731 rgt/f.m-shili,al baraka tnd maretap
141,"[38227, 41078, 44965, 81424]",4,[149],1,[14687],1,0,10000.0,,4,6,2012,4,6,2012,virement,,7881190056212,MARETAP,TND,alim.tnd/tnd,al baraka tnd maretap
142,"[13527, 13552, 48446, 55122, 74286, 80103, 82885, 108924]",8,[150],1,[14680],1,6,-1970.0,,4,6,2012,4,6,2012,paiementcheque,3163732,7881190056212,MARETAP,TND,c3163732 rgt/f.najet,al baraka tnd maretap
143,"[13465, 13497, 15720, 41625, 43755, 49907, 58979, 68715, 86675, 103771, 117136]",11,[151],1,[14684],1,7,-3236.07,,5,6,2012,5,6,2012,paiementcheque,3163736,7881190056212,MARETAP,TND,c3163736 rgt/f.hbc,al baraka tnd maretap
144,"[18132, 18415, 41647, 44318, 48476, 57032, 60382, 106144, 107874]",9,[152],1,[14685],1,7,-4750.0,,5,6,2012,5,6,2012,paiementcheque,3163738,7881190056212,MARETAP,TND,c3163738 rgt/f.ckf,al baraka tnd maretap
145,"[13490, 41829, 75821, 104244, 108570]",5,[153],1,[14683],1,8,-370.3,,6,6,2012,6,6,2012,paiementcheque,3163735,7881190056212,MARETAP,TND,c3163735 rgt/f.tvt,al baraka tnd maretap
146,"[13467, 13510, 18193, 19075, 36852, 57899, 60714, 119060]",8,[154],1,[14672],1,10,-543513,,7,6,2012,7,6,2012,paiementcheque,3163726,7881190056212,MARETAP,TND,c3163726 rgt/f.bsb toyota,al baraka tnd maretap
147,"[8508, 12925, 13553, 13580, 50425, 72262, 72854, 86059, 108329]",9,[155],1,[14682],1,28,-3329399,,26,6,2012,26,6,2012,paiementcheque,3163734,7881190056212,MARETAP,TND,c3163734 rgt/f.h-sangho,al baraka tnd maretap
148,"[13514, 13533, 18217, 32005, 54078, 62582, 110076]",7,[156],1,[14673],1,29,-816.6,,26,6,2012,26,6,2012,paiementcheque,3163727,7881190056212,MARETAP,TND,c3163727 rgt/f.orange,al baraka tnd maretap
149,"[9449, 16809, 34429, 38560, 60001, 61392, 93707]",7,"[157, 158]",2,[14686],1,1,-9.44,,29,6,2012,1,7,2012,BANKCHARGE1,,7881190056212,MARETAP,TND,frais bancaires,al baraka tnd maretap
150,"[8460, 75618, 76262, 106356]",4,"[159, 160]",2,[14654],1,0,-9.44,,28,9,2012,1,10,2012,BANKCHARGE1,,7881190056212,MARETAP,TND,frais bancaire,al baraka tnd maretap
151,,,[161],1,[],0,0,-1.44,,31,12,2012,1,1,2013,tva,,7881190056212,MARETAP,TND,,
152,,,[162],1,[],0,0,-8.0,,31,12,2012,1,1,2013,fraisdetenuedel,,7881190056212,MARETAP,TND,,
153,,,[163],1,[],0,0,46526873,,26,4,2010,26,4,2010,TPSAMALGAM,,7881190056213,TND TPS,TND,,
154,"[11792, 40932, 45021, 47099, 47390, 58564, 67200, 70392, 70529, 75666, 78060, 85815, 90755, 101803, 120659]",15,[164],1,[13819],1,7,-697.38,,26,4,2010,26,4,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163591 rgt/f.restaurant,best tnd tps
155,"[1499, 10368, 10770, 26278, 33783, 37555, 45048, 58672, 61858, 84228]",10,[165],1,[13820],1,5,-5000.0,,26,4,2010,26,4,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163592 avance/s.base,best tnd tps
156,"[8312, 32905, 50921, 51112, 51149, 53737, 54286, 59546, 68687, 71609, 72853, 82728]",12,[166],1,[13826],1,3,-354.3,,26,4,2010,26,4,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163598 rgt/f.ecotec,best tnd tps
157,"[7269, 7375, 10055, 11294, 14230, 47751, 50639, 73217, 73674, 82234, 83103, 88368, 98159]",13,[167],1,[13841],1,4,-1182.0,,27,4,2010,27,4,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163613 rgt/f.laatiri,best tnd tps
158,"[462, 11540, 14071, 26087, 50876, 52191, 55636, 59738, 59966, 61595, 92978]",11,[168],1,[13823],1,4,-718.0,,27,4,2010,27,4,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163595 rgt/f.r-poste,best tnd tps
159,"[11585, 33859, 47217, 58271, 60646, 67799, 73962, 74268, 77020, 85864, 94072, 101508]",12,[169],1,[13839],1,4,-401.03,,27,4,2010,27,4,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163611 rgt/f.ess,best tnd tps
160,"[12926, 35214, 37633, 40362, 52817, 58287, 69038, 72662, 80731, 90973, 124959]",11,[170],1,[13827],1,5,-205466,,28,4,2010,28,4,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163599 rgt/f.bsb toyota,best tnd tps
161,"[8184, 21913, 32445, 34062, 53670, 60652, 66217, 70103, 72514, 80675, 90802, 97627, 101140]",13,[171],1,[13824],1,5,-217.3,,28,4,2010,28,4,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163596 rgt/quit.sonede,best tnd tps
162,"[11887, 13298, 47583, 48214, 56003, 72939, 76856, 86034, 89420, 91609, 99236]",11,[172],1,[13825],1,5,-400.3,,28,4,2010,28,4,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163597 rgt/quit.steg,best tnd tps
163,"[8622, 31059, 38469, 39523, 47485, 73829, 74117, 78496, 89238, 90631, 97727]",11,[173],1,[13842],1,5,-265702,,28,4,2010,28,4,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163614 rgt/f.stunas,best tnd tps
164,"[47646, 48202, 56974, 59218, 74951, 90972, 91183, 91889, 98897, 106126]",10,[174],1,[13829],1,5,-200.0,,28,4,2010,28,4,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163601 rgt/dons,best tnd tps
165,"[59037, 60623, 70522, 73072, 73945, 80365, 84605, 94015]",8,[175],1,[13828],1,5,-200.3,,28,4,2010,28,4,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163600 rgt/f.total,best tnd tps
166,"[7811, 21139, 72998, 73856, 73972, 74160, 86194, 90396, 101442]",9,[176],1,[13836],1,5,-477232,,28,4,2010,28,4,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163608 rgt/f.m-flexible,best tnd tps
167,"[11814, 12132, 12982, 13743, 56178, 69891, 74725, 101960]",8,[177],1,[13844],1,5,-275.0,,28,4,2010,28,4,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163616 rgt/f.technoflex,best tnd tps
168,"[9234, 40462, 49619, 50561, 54236, 57174, 66631, 89813, 91650, 95993]",10,[178],1,[13831],1,5,-1372928,,28,4,2010,28,4,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163603 rgt/zorgati,best tnd tps
169,"[41410, 46615, 50988, 54686, 58630, 65771, 72346, 73081, 75885, 86305, 86431, 95635]",12,[179],1,[13832],1,5,-333899,,28,4,2010,28,4,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163604 rgt/f.p-electric,best tnd tps
170,"[46654, 55422, 56110, 60344, 62033, 75426, 79754, 89824, 93727, 99089, 111282]",11,[180],1,[13830],1,5,-1949709,,28,4,2010,28,4,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163602 rgt/f.m-family,best tnd tps
171,"[11928, 14637, 51051, 53824, 55916, 61146, 75911, 76705, 77229, 80832, 91263]",11,[181],1,[13837],1,6,-902528,,29,4,2010,29,4,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163609 rgt/f.ets imed,best tnd tps
172,"[8814, 11043, 12584, 14537, 50055, 56174, 61726, 67209, 68734, 76135, 78017, 91817, 94425]",13,[182],1,[13840],1,7,-2955.0,,30,4,2010,30,4,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163612 rgt/f.eurotech,best tnd tps
173,"[515, 24635, 40763, 43850, 46298, 46336, 49231, 53034, 80372, 84985]",10,[183],1,[13849],1,0,-2708.75,,30,4,2010,30,4,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163621 rgt/f.eurotech,best tnd tps
174,"[1651, 20164, 44225, 44895, 51117, 56012, 58299, 60694, 91089, 94272]",10,[184],1,[13822],1,11,-8000.0,,3,5,2010,3,5,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163594 avance/f.ben romdhane,best tnd tps
175,"[15994, 18412, 33956, 37282, 44254, 47528, 58493, 66674, 69099, 80815, 87522, 91422, 92757]",13,[185],1,[13834],1,10,-300308,,3,5,2010,3,5,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163606 rgt/f.a-liquide,best tnd tps
176,"[10972, 19281, 28722, 39539, 43856, 47578, 57357, 74189, 83086, 83996, 91352, 104644]",12,[186],1,[13850],1,3,-821858,,3,5,2010,3,5,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163622 rgt/f.le moteur,best tnd tps
177,"[8330, 12274, 44505, 44600, 48371, 49675, 53340, 58601, 59844, 72586, 78597, 88151, 91929, 92149]",14,[187],1,[13835],1,10,-66.3,,3,5,2010,3,5,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163607 rgt/f.pss,best tnd tps
178,"[419, 9535, 40942, 42078, 47025, 50251, 65111, 72478, 73132, 74061, 82585, 85008, 95329, 115180]",14,[188],1,[13843],1,10,-1046.67,,3,5,2010,3,5,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163615 rgt/f.g-froid,best tnd tps
179,"[773, 2729, 9146, 19866, 24738, 37638, 50585, 58550, 66019, 67208, 68864, 81026, 83295, 93164]",14,[189],1,[13821],1,11,-5700.3,,3,5,2010,3,5,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163593 rgt/f.sogeni,best tnd tps
180,"[33016, 48126, 55004, 56418, 67453, 69532, 72026, 74212, 75657, 84599]",10,[190],1,[13856],1,2,-2394.3,,4,5,2010,4,5,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163624 rgt/f.msa,best tnd tps
181,"[50403, 55874, 68236, 70727, 71546, 72916, 74258, 92160, 92528, 98681, 98911]",11,[191],1,[13864],1,1,-150.0,,4,5,2010,4,5,2010,paiementcheque,,7881190056213,TND TPS,TND,c 3163627 rgt/visa bfg,best tnd tps
182,"[9383, 20066, 50017, 53948, 59316, 73976, 78413, 82236, 90920]",9,[192],1,[13865],1,1,-402.5,,4,5,2010,4,5,2010,paiementcheque,,7881190056213,TND TPS,TND,c 3163628 rgt/f.restaurant,best tnd tps
183,"[582, 8742, 11157, 33263, 57734, 59082, 76122, 105639]",8,[193],1,[13845],1,12,-1840.3,,5,5,2010,5,5,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163617 rgt/f.stid,best tnd tps
184,"[46482, 48192, 49832, 67516, 71448, 93273, 97841]",7,[194],1,[13863],1,3,-2421636,,6,5,2010,6,5,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163626 rgt/tva2009,best tnd tps
185,"[9777, 24243, 36371, 47407, 49858, 50533, 59607, 77884, 83052, 86338]",10,[195],1,[13848],1,13,-2336637,,12,5,2010,12,5,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163620 rgt/f.stunas,best tnd tps
186,,,"[196, 203]",2,[],0,4,-229.24,,13,5,2010,17,5,2010,ALBANNPAIR,,7881190056213,TND TPS,TND,,
187,"[19014, 48495, 52212, 56597, 64668, 73421, 109594, 127044]",8,[197],1,[13852],1,0,6000.0,,17,5,2010,17,5,2010,virement,,7881190056213,TND TPS,TND,alim ctd/tnd,best tnd tps
188,"[7920, 14458, 51379, 58981, 67443, 80428, 82802, 93071, 94093, 99104, 101533, 102506]",12,[198],1,[13838],1,24,-164013,,17,5,2010,17,5,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163610 rgt/f.cpt el amen,best tnd tps
189,"[38875, 49058, 50589, 52251, 56652, 66880, 91349, 105583]",8,[199],1,[13847],1,19,-2462.8,,17,5,2010,17,5,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163619 rgt/f.ets bali,best tnd tps
190,"[53248, 66652, 72135, 78718, 82204, 83385, 85634]",7,[200],1,[13851],1,17,-800.0,,17,5,2010,17,5,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163623 rgt/sal.avril 10,best tnd tps
191,"[19014, 48495, 52212, 56597, 64668, 73421, 109594, 127044]",8,[201],1,[13853],1,0,5000.0,,17,5,2010,17,5,2010,virement,,7881190056213,TND TPS,TND,alim ctd/tnd,best tnd tps
192,"[9715, 12321, 13183, 40270, 46455, 54101, 59982, 62783, 66384, 72167, 74287, 77282, 89179, 92692, 93900]",15,[202],1,[13846],1,24,-2680.3,,17,5,2010,17,5,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163618 rgt/f.r-pneu,best tnd tps
193,"[49168, 75047, 76956, 77838, 96925]",5,[204],1,[13854],1,0,-5.0,,17,5,2010,17,5,2010,frais,3163625,7881190056213,TND TPS,TND,frais bancaires,best tnd tps
194,"[49168, 75047, 76956, 77838, 96925]",5,[205],1,[13855],1,0,-30.0,,17,5,2010,17,5,2010,commission,3163625,7881190056213,TND TPS,TND,frais bancaires,best tnd tps
195,"[13308, 14248, 47103, 50888, 56031, 56389, 59153, 59220, 88036, 91824]",10,[206],1,[13866],1,14,-1597026,,17,5,2010,17,5,2010,paiementpreavis,3163625,7881190056213,TND TPS,TND,c3163625 rgt/f.sogeni,best tnd tps
196,"[8467, 12125, 25550, 32701, 39154, 47659, 67430, 67489, 93329, 110197]",10,[207],1,[13858],1,-4,128550806,,20,5,2010,20,5,2010,virement,,7881190056213,TND TPS,TND,virement/tps 89061.80$,best tnd tps
197,"[7917, 13072, 18692, 47115, 66813, 72388, 77868, 98821]",8,[208],1,[13859],1,0,18402295,,24,5,2010,24,5,2010,virementrecu,,7881190056213,TND TPS,TND,virement/tps 13719.03$,best tnd tps
198,"[10551, 24547, 27295, 28497, 30694, 33201, 48462]",7,[209],1,[13860],1,0,-5.0,,24,5,2010,24,5,2010,commission,,7881190056213,TND TPS,TND,frais bancaires,best tnd tps
199,,,[210],1,[],0,0,150438202,,20,5,2010,20,5,2010,INITIALBALANCE,,7881190056213,TND TPS,TND,,
200,"[13090, 21004, 38429, 40129, 47024, 53173, 73469, 74934, 82928, 85351, 88168, 99727, 106216]",13,[211],1,[13833],1,33,-1030.92,,26,5,2010,26,5,2010,paiementcheque,3163605,7881190056213,TND TPS,TND,c3163605 rgt/f.manprotec,best tnd tps
306,"[10551, 24547, 27295, 28497, 30694, 33201, 48462]",7,[317],1,[13861],1,7,5.0,,31,5,2010,31,5,2010,virement,,7881190056213,TND TPS,TND,frais bancaires,best tnd tps
307,"[10551, 24547, 27295, 28497, 30694, 33201, 48462]",7,[318],1,[13862],1,7,0.9,,31,5,2010,31,5,2010,virement,,7881190056213,TND TPS,TND,frais bancaires,best tnd tps
308,"[8531, 8589, 46684, 53759, 81363]",5,[319],1,[13868],1,0,2000.0,,1,6,2010,1,6,2010,virement,,7881190056213,TND TPS,TND,alimentation ctd/tnd,best tnd tps
309,"[8866, 9180, 17038, 22222, 48529, 49574, 71305, 107122]",8,[320],1,[13869],1,0,7142415,,10,6,2010,10,6,2010,virementrecu,,7881190056213,TND TPS,TND,virt/tps 4949.27$,best tnd tps
310,"[8512, 9522, 10611, 44342, 52607, 80051, 81033, 90449]",8,[321],1,[13857],1,22,7795823,,11,6,2010,11,6,2010,virement,,7881190056213,TND TPS,TND,virt/tps 5445.58$,best tnd tps
311,"[483, 7949, 9101, 32751, 53395, 54552, 61107, 77761, 79373, 83297]",10,[322],1,[13876],1,0,-140.7,,14,6,2010,14,6,2010,paiementcheque,3163636,7881190056213,TND TPS,TND,c 3163636 rgt/f.air liquide,best tnd tps
312,"[10604, 14089, 46944, 49603, 51368, 59262, 75135, 78506, 111720]",9,[323],1,[13870],1,0,-372.6,,14,6,2010,14,6,2010,paiementcheque,3163630,7881190056213,TND TPS,TND,c 3163630 rgt/f.g.phone,best tnd tps
313,"[8100, 32603, 52146, 60443, 61203, 70061, 72927, 93406, 101931]",9,[324],1,[13871],1,0,-511.7,,14,6,2010,14,6,2010,paiementcheque,3163631,7881190056213,TND TPS,TND,c 3163631 rgt/quit.steg,best tnd tps
314,"[11959, 47996, 49377, 52640, 61526, 76294, 83222, 84856, 90888]",9,[325],1,[13874],1,0,-197.36,,14,6,2010,14,6,2010,paiementcheque,3163634,7881190056213,TND TPS,TND,c 3163634 rgt/f.limem frere,best tnd tps
315,"[22996, 34787, 48400, 51082, 57022, 58525, 90010, 95421]",8,[326],1,[13873],1,0,-298.7,,14,6,2010,14,6,2010,paiementcheque,3163633,7881190056213,TND TPS,TND,c 3163633 rgt/f.univers info,best tnd tps
316,"[7799, 8504, 55442, 57724, 76333, 81274, 105052]",7,[327],1,[13875],1,0,-149.0,,14,6,2010,14,6,2010,paiementcheque,3163635,7881190056213,TND TPS,TND,c 3163635 rgt/f.top net,best tnd tps
317,"[11688, 41415, 48391, 57605, 58298, 67146]",6,[328],1,[13872],1,0,-89.7,,14,6,2010,14,6,2010,paiementcheque,3163632,7881190056213,TND TPS,TND,c 3163632 rgt/quit.sonede,best tnd tps
318,"[754, 16561, 32217, 61214, 66037, 75699, 81885, 92408]",8,[329],1,[13879],1,5,-12271932,,2,8,2010,2,8,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163639 rgt/f.tex,best tnd tps
319,"[8415, 16769, 26376, 53938, 78466, 80865, 81893]",7,[330],1,[13878],1,6,-800.3,,3,8,2010,3,8,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163638 rgt/f.movenpick,best tnd tps
320,"[13357, 17682, 29944, 39659, 47043, 51678, 55268, 72754]",8,[331],1,[13877],1,6,-1160.0,,3,8,2010,3,8,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163637 rgt/f.movenpick,best tnd tps
321,"[15879, 27036, 30854, 31074, 54752, 58019, 92029, 138366]",8,[332],1,[13887],1,0,-662.52,,9,8,2010,9,8,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163640 rgt/f.zenith,best tnd tps
322,"[30022, 58285, 58597, 74604, 78847, 109825]",6,[333],1,[13883],1,0,-100.0,,11,8,2010,11,8,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163644 rgt/dons atpds,best tnd tps
323,"[33410, 43873, 51825, 72089, 80630, 90672, 99244]",7,[334],1,[13882],1,0,-150.0,,11,8,2010,11,8,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163643 rgt/dons rcd,best tnd tps
324,"[2116, 15938, 16661, 19501, 29265, 71735, 72992, 99182]",8,[335],1,[13881],1,0,-189.1,,11,8,2010,11,8,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163642 rgt/f.bsb,best tnd tps
325,"[29812, 33995, 41887, 43473, 74498, 74943, 81254, 81915]",8,[336],1,[13880],1,0,-180.0,,11,8,2010,11,8,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163641 rgt/f.u.s.traduction,best tnd tps
326,"[35834, 49192, 59027, 62014, 85429]",5,[337],1,[13885],1,8,-209.0,,24,8,2010,24,8,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163647 rgt/f.r-poste,best tnd tps
327,"[10758, 15715, 18502, 22304, 30062, 47923, 62422, 67540]",8,[338],1,[13884],1,9,-860.7,,25,8,2010,25,8,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163646 rgt/f.cai,best tnd tps
328,"[823, 29046, 41903, 51249, 70436, 72062, 73639, 79124]",8,[339],1,[13886],1,6,-1559.3,,26,8,2010,26,8,2010,paiementcheque,,7881190056213,TND TPS,TND,c3163648 rgt/f.net phone,best tnd tps
329,"[11522, 46349, 57446, 80246, 81438, 87002, 103975]",7,[340],1,[13807],1,-8,13367882,,5,10,2010,5,10,2010,virementrecu,,7881190056213,TND TPS,TND,virt/tps 9405.24$,best tnd tps
330,"[33215, 73607, 94810]",3,[341],1,[13808],1,-1,15897.87,,11,11,2010,11,11,2010,virementrecu,,7881190056213,TND TPS,TND,virt/tps 11630.64$,best tnd tps
350,"[44002, 82089, 103671]",3,[361],1,[13810],1,0,7233688,,21,12,2010,21,12,2010,virementrecu,,7881190056213,TND TPS,TND,virt/tps 5051.23$,best tnd tps
351,"[15025, 66724, 108489]",3,[362],1,[13811],1,0,6840286,,27,12,2010,27,12,2010,virementrecu,,7881190056213,TND TPS,TND,virt/tps 4773.4$,best tnd tps
360,,,"[371, 378]",2,[],0,0,-1652.0,,3,2,2011,3,2,2011,ALBANNPAIR,,7881190056213,TND TPS,TND,,
361,,,"[372, 377]",2,[],0,0,-902.0,,3,2,2011,3,2,2011,ALBANNPAIR,,7881190056213,TND TPS,TND,,
368,"[36667, 41955, 43049, 50157, 57356, 68146, 91748]",7,[381],1,[13912],1,0,4522.78,,28,2,2011,28,2,2011,virementrecu,,7881190056213,TND TPS,TND,virement/tps 3241.83$,best tnd tps
369,"[9713, 24066, 38504, 48604, 49542, 53162, 69526, 72239]",8,[382],1,[13914],1,0,23363.5,,25,3,2011,25,3,2011,virementrecu,,7881190056213,TND TPS,TND,virement/tps 16911.33$,best tnd tps
370,"[13308, 14248, 47103, 50888, 56031, 59153, 88036, 91824]",8,[383],1,[13915],1,0,7307254,,25,4,2011,25,4,2011,virementrecu,,7881190056213,TND TPS,TND,virement/tps 5376.63$,best tnd tps
371,"[50557, 69028, 73818, 86404]",4,[384],1,[13916],1,0,13777365,,11,5,2011,11,5,2011,virementrecu,,7881190056213,TND TPS,TND,virement/tps 10360.22$,best tnd tps
372,"[8244, 28687, 50979, 72481, 97778]",5,[385],1,[13918],1,0,6939109,,2,6,2011,2,6,2011,virementrecu,,7881190056213,TND TPS,TND,virement/tps 5096.43$,best tnd tps
373,"[10001, 33214, 47074, 49311, 62710, 71407, 107318]",7,[386],1,[13917],1,0,494428,,16,6,2011,16,6,2011,virementrecu,,7881190056213,TND TPS,TND,virt/tps 359.39$,best tnd tps
374,"[32376, 47265, 49130, 56540, 75268, 108295, 122113]",7,[387],1,[13927],1,0,25854436,,4,7,2011,4,7,2011,virementrecu,,7881190056213,TND TPS,TND,virement/tps 19126.67$,best tnd tps
375,"[9615, 32682, 47879, 58636, 59655, 72568, 75883, 92868, 103433]",9,[388],1,[13928],1,5,-236.3,,11,7,2011,11,7,2011,paiementcheque,3163649,7881190056213,TND TPS,TND,c3163649 rgt/f.ecotec,best tnd tps
