OcrRecordIndex,TransactionIndex,NumTransactionIndices,Document_Type,Amount,Company,Day,Month,Year,Document_Number,PurchaseOrder_Number,Cheque_Number
502,"[3360, 1516, 5546, 9311]",4,Receipt,2950000,Bureau d'Etude Lassiret Tijani,NaN,3,2008,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
503,"[18728, 1430, 13806, 2149, 19637, 4164]",6,Invoice/Facture,251050,BPC,8,1,2008,F00007/2008,MISSING,NoChequeNumberField
506,"[13373, 5205]",2,Invoice/Facture,268455,Bureau d'Etudes Conseils Techniques,NaN,NaN,NaN,4592,MISSING,NoChequeNumberField
508,"[19330, 11948, 7202, 17574, 18746, 2431]",6,Receipt,1300000,B Taleb Hamadi,30,5,2006,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
509,"[19307, 18708, 7198, 2714]",4,Invoice/Facture,98850,Tunis Telecom,4,5,2006,61385111,MISSING,NoChequeNumberField
510,"[12855, 19482]",2,Invoice/Facture,119630,Economic Auto,15,9,2008,08D02696,MISSING,NoChequeNumberField
511,"[18814, 19104]",2,Invoice/Facture,78608,Economic Auto,18,7,2008,08D02072,MISSING,NoChequeNumberField
515,"[19267, 1762, 18316, 173]",4,Invoice/Facture,1500300,Total,30,5,2006,209,MISSING,NoChequeNumberField
517,"[2443, 3519, 6999, 19316, 12016]",5,Invoice/Facture,644943,Inter Parts Service,6,6,2006,CF600208,MISSING,NoChequeNumberField
520,[10289],1,Receipt,52500,MISSING NAME,19,3,2011,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
521,"[6347, 13044, 8163]",3,Invoice/Facture,1440.00,Thyna Petroleum Services,23,12,2004,SOL/WT/0144/04,MISSING,NoChequeNumberField
522,"[6356, 17926, 13019, 8160]",4,Invoice/Facture,191600,Thyna Petroleum Services,6,12,2004,SOL/WL/0142/04,MISSING,NoChequeNumberField
523,"[6355, 19171, 18509, 17917]",4,Invoice/Facture,283616,DSP,24,10,2011,FA110135,MISSING,NoChequeNumberField
524,[18203],1,Invoice/Facture,1510.00,Maretap SA,3,11,2004,SOL/WL/0136/04,MISSING,NoChequeNumberField
525,"[17878, 10302]",2,Invoice/Facture,1100.00,Thyna Petroleum Services,20,10,2004,SOL/WL/0133/04,MISSING,NoChequeNumberField
526,[8331],1,Invoice/Facture,1680300,EAC Gros,27,10,2011,001678/11,MISSING,NoChequeNumberField
527,[10905],1,Invoice/Facture,3000100,Maxi Mac,20,10,2011,0390/2011,MISSING,NoChequeNumberField
528,[10298],1,Invoice/Facture,9450.00,Perenco Tunisia Company INC,20,10,2004,SOL/WL/0131/04,MISSING,NoChequeNumberField
529,"[5166, 63]",2,Invoice/Facture,4650.00,The Expro Group,5,1,2004,SOL/WT/0002/04,MISSING,NoChequeNumberField
530,[12667],1,Invoice/Facture,320.00,ENI Tunisia BV Succursale de Tunis,23,9,2004,SOL/WL/0119/04,MISSING,NoChequeNumberField
531,"[4877, 2086, 551, 5984]",4,Invoice/Facture,7692.00,Preussag Energie International Gmbh,13,9,2004,SOL/WL/0114/04,MISSING,NoChequeNumberField
532,"[4868, 548, 5980]",3,Invoice/Facture,36780.00,Compagnie Tuniso Koweito Chinoise de Petrole,10,9,2004,SOL/WT/0113/04,MISSING,NoChequeNumberField
533,"[6011, 546, 10131]",3,Invoice/Facture,468100,Thyna Petroleum Services,3,9,2004,SOL/WL/0111/04,MISSING,NoChequeNumberField
534,"[550, 10125]",2,Invoice/Facture,6966.40,ENI Tunisia BV Succursale de Tunis,1,9,2004,SOL/WL/0107/04,MISSING,NoChequeNumberField
535,"[9976, 5884]",2,Invoice/Facture,15141.29,Thyna Petroleum Services,24,8,2004,SOL/WL/0105/04,MISSING,NoChequeNumberField
536,"[2814, 4800, 17025]",3,Invoice/Facture,365300,Bureau Plus,15,8,2011,FC76900,MISSING,NoChequeNumberField
537,"[4789, 5944, 18430, 16971]",4,Invoice/Facture,434540,Speed Commerce and Distribution,3,8,2011,MISSING,MISSING,NoChequeNumberField
538,"[4709, 5821, 12284]",3,Invoice/Facture,14538.11,Preussag Energie International Gmbh,5,8,2004,SOL/WL/0098/04,MISSING,NoChequeNumberField
539,"[12130, 14188]",2,Invoice/Facture,1040.00,ENI Tunisia BV Succursale de Tunis,28,7,2004,SOL/WL/0090/04,MISSING,NoChequeNumberField
540,"[12135, 14195]",2,Invoice/Facture,118073.25,ENI Tunisia BV Succursale de Tunis,20,7,2004,SOL/WT/0086/04,MISSING,NoChequeNumberField
541,"[3737, 14193]",2,Invoice/Facture,255000.00,Compagnie Tuniso Koweito Chinoise de Petrole,15,7,2004,CAN/SOL/TUN/0085/2004,MISSING,NoChequeNumberField
542,[9891],1,Invoice/Facture,742.00,Compagnie Tuniso Koweito Chinoise de Petrole,15,6,2004,SOL/WT/0081/04,MISSING,NoChequeNumberField
543,[9886],1,Invoice/Facture,3817.00,KUPFPEC Tunisia LTD,3,6,2004,SOL/WL/0075/04,MISSING,NoChequeNumberField
544,"[15999, 1930, 3743, 9904]",4,Invoice/Facture,6100.00,Exxoil Exploration Division SA,7,6,2004,SOL/WL/0072/04,MISSING,NoChequeNumberField
546,"[4186, 1341]",2,Invoice/Facture,242200,Ariana Logistics,8,2,2005,470,MISSING,NoChequeNumberField
550,,,Receipt,69300,Sangho Privilege Tataouine,19,12,2008,3495,NoPurchaseOrderNumberField,NoChequeNumberField
566,[11312],1,Invoice/Facture,769684,GTS Systems,17,11,2008,200800579,MISSING,NoChequeNumberField
572,,,Invoice/Facture,1604700,STD d'Hammamet Materiaux Construction Bois & Quaincaillerie,31,12,2008,MISSING,MISSING,NoChequeNumberField
573,"[4946, 17448, 17142]",3,Cheque,225000,SPI Societe de Pompage & Irrigation,9,8,2008,932902,NoPurchaseOrderNumberField,NoChequeNumberField
574,,,Invoice/Facture,300300,Air Liquide Tunisie Services,17,11,2007,20072000000381,20072000000318,NoChequeNumberField
575,"[18811, 19101, 19102, 17432, 5015]",5,Invoice/Facture,2841168,Economic Auto,31,8,2007,070D02222,MISSING,NoChequeNumberField
576,"[2985, 18128, 3910]",3,Invoice/Facture,29700.00,Serept,19,8,2009,SOL/BHP/00215/09,MISSING,NoChequeNumberField
577,"[12068, 5654]",2,Invoice/Facture,458500,VoyageAir SARL,NaN,NaN,NaN,706/03,MISSING,NoChequeNumberField
579,"[2456, 3556, 4464]",3,Invoice/Facture,129400,VoyageAir SARL,7,8,2003,662/03,MISSING,NoChequeNumberField
580,[10720],1,Invoice/Facture,635300,Destination Tourisme & Voyages,17,10,2007,3356,MISSING,NoChequeNumberField
582,"[19300, 1741, 7179, 18711, 183]",5,Receipt,64350,Ben Rodhane,21,11,2003,9083,NoPurchaseOrderNumberField,NoChequeNumberField
595,"[17253, 6718, 11865, 4215]",4,Receipt,110000,STE Meriem Rent a Car,10,4,2009,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
616,"[13793, 5483, 11686, 2289, 4028, 17506]",6,Invoice/Facture,4340500,VoyageAir SARL,19,5,2003,444/03,MISSING,NoChequeNumberField
621,"[18893, 14986]",2,Invoice/Facture,507.00,M&D Services,10,12,2004,04.12.2781,MISSING,NoChequeNumberField
622,"[19070, 593, 7200, 19858]",4,Invoice/Facture,269457,Mokhtar Slama Vente Materiel Electrique Batiment & Industriel,30,8,2007,20072174,MISSING,NoChequeNumberField
623,"[552, 10130, 17091]",3,Invoice/Facture,740217,Station Pneu Sahbani,18,9,2006,653559R A C 000,MISSING,NoChequeNumberField
628,"[2886, 17112]",2,Invoice/Facture,220000,OK Restaurant SA,13,9,2006,MISSING,MISSING,NoChequeNumberField
635,"[7815, 17682, 12640, 14608, 17185]",5,Invoice/Facture,259900,General Climatisation,27,9,2006,565900R/A/M/000,MISSING,NoChequeNumberField
642,"[3885, 16607, 404, 2940]",4,Invoice/Facture,7500,Auto Service Express,21,9,2006,MISSING,MISSING,NoChequeNumberField
643,"[17301, 1654, 7026, 3485]",4,Invoice/Facture,455611,BSB Automobile SA,16,4,2010,MISSING,MISSING,NoChequeNumberField
651,"[1345, 2310, 3328, 5396, 4132]",5,Invoice/Facture,1414820,Univers Informatique Maintenance & Depannage,24,10,2010,MISSING,MISSING,NoChequeNumberField
658,"[3262, 3263, 3264, 3265, 3266, 3267, 3268, 3269, 3270, 3271, 3272, 2127, 4042, 4881, 18654, 15297, 5320]",17,Invoice/Facture,2542764,Univers Informatique Maintenance & Depannage,15,2,2010,MISSING,MISSING,NoChequeNumberField
663,,,Invoice/Facture,35700,Bureau Plus,24,12,2010,FC75720,MISSING,NoChequeNumberField
665,"[16926, 19855, 19074]",3,Invoice/Facture,1013212,General Protection Incendie Vente,5,7,2007,413064 M/B/C/000,MISSING,NoChequeNumberField
667,"[19071, 16938, 10069]",3,Invoice/Facture,742800,Sangho Privilege Tataouine,3,7,2007,1743,MISSING,NoChequeNumberField
668,,,Invoice/Facture,47500,Bureau Plus,6,10,2010,FC75367,MISSING,NoChequeNumberField
671,"[390, 2793, 16927, 10064, 12346]",5,Invoice/Facture,3935300,Destination Tourisme & Voyages,11,7,2007,2276,MISSING,NoChequeNumberField
672,"[13629, 5260, 3145, 19609]",4,Invoice/Facture,825300,Fono Ariana,12,1,2010,MISSING,MISSING,NoChequeNumberField
684,[8406],1,Invoice/Facture,163384,BHM Promogro,11,11,2010,01-002-001-00765883,MISSING,NoChequeNumberField
690,[2743],1,Invoice/Facture,978300,Electro Essid,6,7,2007,513295 H/C/B/000,MISSING,NoChequeNumberField
692,[6290],1,Invoice/Facture,112000,Office National des Postes Rapid Poste Tunis,4,9,2008,5736,MISSING,NoChequeNumberField
697,"[6278, 19477]",2,Invoice/Facture,580300,Wincom,19,9,2008,FC/L000488,MISSING,NoChequeNumberField
703,"[6269, 19470]",2,Invoice/Facture,3110851,Oriental Topis,16,9,2008,20080107,MISSING,NoChequeNumberField
704,[6248],1,Invoice/Facture,1298568,Bureau Plus,31,7,2008,FC71677,MISSING,NoChequeNumberField
705,,,Invoice/Facture,241500,Societe Tunisienne de l'Electricite du Gaz,6,6,2008,MISSING,MISSING,NoChequeNumberField
706,"[12114, 9757, 15969, 19819]",4,Receipt,298000,Enterprise d'Electricite et Climatisation Instalation & Reparation,28,5,2007,735,NoPurchaseOrderNumberField,NoChequeNumberField
707,,,Invoice/Facture,500300,Societe GTS,31,12,2008,20081683,MISSING,NoChequeNumberField
708,"[7808, 17182, 17671, 5814, 18846]",5,Invoice/Facture,910000,Sahara Car,26,10,2004,2407,MISSING,NoChequeNumberField
709,"[12132, 14201]",2,Invoice/Facture,7500,Auto Service Express,29,4,2008,ss0214,MISSING,NoChequeNumberField
710,"[17106, 5997, 4829, 4830, 4831, 4832, 4833, 4834, 4835, 4836, 4837, 4838, 4839, 4840, 4841, 4842, 4843, 4844, 4845, 4846, 4847, 19838, 4850, 4851, 4852, 4853, 4854, 4855, 4856, 4857, 4858, 4859, 4860, 4861, 4862, 4863, 17564, 16613]",38,Invoice/Facture,217200,Ariana Logistics,14,10,2004,424,MISSING,NoChequeNumberField
711,"[16615, 8189]",2,Invoice/Facture,2050300,Work's Wear Confection,NaN,NaN,NaN,432,MISSING,NoChequeNumberField
713,"[10105, 17081, 7609]",3,Invoice/Facture,1956085,Societe Tunisienne Sotradies,6,10,2004,MISSING,MISSING,NoChequeNumberField
714,"[3495, 7038, 13946]",3,Invoice/Facture,82800,Industries Nouri Abid,13,5,2004,3281,MISSING,NoChequeNumberField
716,"[12505, 14607, 2895, 18133, 4906]",5,Invoice/Facture,392701,Ariana Logistics,1,12,2005,615,MISSING,NoChequeNumberField
724,"[4807, 17057, 14642, 19736, 7572]",5,Invoice/Facture,561000,El Mouradi,8,9,2004,MISSING,MISSING,NoChequeNumberField
725,"[8180, 14988]",2,Invoice/Facture,965000,Mohamed Laatiri Transporteur,1,10,2010,179,MISSING,NoChequeNumberField
729,"[3092, 5244, 18969, 13481, 19593]",5,Invoice/Facture,259800,Micro Net,15,2,2004,030218/04,MISSING,NoChequeNumberField
730,"[3229, 5243, 18968, 13479, 19592]",5,Invoice/Facture,82700,SSIT,13,2,2004,163,MISSING,NoChequeNumberField
733,"[5309, 13385, 11473]",3,Invoice/Facture,294480,Micro Net,13,1,2004,040011/04,MISSING,NoChequeNumberField
738,"[6033, 12651]",2,Invoice/Facture,UNREADABLE,Total Tunisie,31,12,2003,MISSING,MISSING,NoChequeNumberField
743,"[6703, 11706]",2,Invoice/Facture,251919,Ariana Logistics,4,5,2005,514,MISSING,NoChequeNumberField
751,"[14849, 8181]",2,Invoice/Facture,1583581,Tunis Telecom,6,2,2005,425665XAM000,MISSING,NoChequeNumberField
753,[14150],1,Invoice/Facture,1500.00,Thyna Petroleum Services,15,3,2004,SOL/WL/0039/04,MISSING,NoChequeNumberField
754,"[17685, 318, 17007]",3,Invoice/Facture,359300,Destination Tourisme & Voyages,4,9,2006,373137N/A/M/000,MISSING,NoChequeNumberField
756,[13389],1,Invoice/Facture,17115.50,Compagnie Tuniso Koweito Chinoise de Petrole,5,3,2004,SOL/WT/0030/04,MISSING,NoChequeNumberField
757,[13387],1,Invoice/Facture,4505.00,Compagnie Tuniso Koweito Chinoise de Petrole,2,3,2004,SOL/WL/0028/04,MISSING,NoChequeNumberField
760,"[13459, 5168, 5169, 5171, 5172, 5174, 5175, 5177, 5178, 5180, 5181, 72]",12,Invoice/Facture,6324.06,Maretap SA,10,2,2004,SOL/WL/0012/04,MISSING,NoChequeNumberField
761,"[2857, 19417, 7798, 3873]",4,Invoice/Facture,285300,Sangho Privilege Tataouine,2,9,2006,MISSING,MISSING,NoChequeNumberField
762,"[2860, 7610]",2,Invoice/Facture,1151300,Destination Tourisme & Voyages,5,9,2006,37313N/A/M/000,MISSING,NoChequeNumberField
764,"[4810, 17035, 10094, 2798]",4,Invoice/Facture,2099248,Ben Rodhane,30,6,2006,411548 V/A/M,MISSING,NoChequeNumberField
766,"[12087, 19695]",2,Invoice/Facture,310400,Bureau Plus,23,4,2008,fc71368,MISSING,NoChequeNumberField
767,"[12084, 3650, 15974, 4580]",4,Receipt,166000,Amor Dellel,2,5,2008,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
768,"[1345, 2310, 3328, 5396, 4132]",5,Invoice/Facture,878300,Destination Tourisme & Voyages,31,3,2008,1151,MISSING,NoChequeNumberField
769,"[4936, 18085, 2951, 10309]",4,Invoice/Facture,2456172,All Logistics,6,9,2011,MISSING,MISSING,NoChequeNumberField
770,"[105, 14797]",2,Invoice/Facture,2226300,Orascom Telecom Tunisie SA,1,9,2008,M04 08001619,MISSING,NoChequeNumberField
771,"[7318, 1624, 9132]",3,Invoice/Facture,488491,All Logistics,14,4,2011,MISSING,MISSING,NoChequeNumberField
772,"[4494, 1798, 12021, 9517]",4,Invoice/Facture,552169,All Logistics,7,6,2011,MISSING,MISSING,NoChequeNumberField
773,"[179, 18655]",2,Invoice/Facture,662120,All Logistics,12,5,2011,MISSING,MISSING,NoChequeNumberField
774,"[7001, 9120]",2,Invoice/Facture,100000,Office National des Postes Rapid Poste Tunis,2,5,2003,513287H/N/M/000,MISSING,NoChequeNumberField
780,,,Invoice/Facture,UNREADABLE,Economic Auto,26,7,2007,07D01884,4148,NoChequeNumberField
783,"[8023, 14681]",2,Receipt,212700,GPI,17,8,2007,780,NoPurchaseOrderNumberField,NoChequeNumberField
784,"[17897, 14807]",2,Receipt,3422000,Comptoir de l'Electricite,18,8,2007,4680,NoPurchaseOrderNumberField,NoChequeNumberField
785,[12871],1,Invoice/Facture,3819300,All Logistics,29,9,2009,177,MISSING,NoChequeNumberField
786,"[8970, 2342, 4358, 1645, 6972]",5,Invoice/Facture,105400,Societe Tunisienne de l'Electricite du Gaz,NaN,NaN,NaN,MISSING,MISSING,NoChequeNumberField
787,"[6029, 2090, 12695, 4912]",4,Invoice/Facture,852420,All Logistics,19,8,2009,134,MISSING,NoChequeNumberField
789,"[17297, 6866, 9307]",3,Invoice/Facture,760928,CDF,20,3,2007,MISSING,MISSING,NoChequeNumberField
790,"[4331, 17197, 6862, 1602]",4,Invoice/Facture,1711300,Destination Tourisme & Voyages,29,3,2007,911,MISSING,NoChequeNumberField
791,"[1494, 9213, 3304]",3,Invoice/Facture,3700000,Styro Port Tunisie SA,23,3,2007,MISSING,MISSING,NoChequeNumberField
792,"[2853, 19421, 7613]",3,Invoice/Facture,248300,All Logistics,20,7,2009,113,MISSING,NoChequeNumberField
793,"[8370, 13151]",2,Invoice/Facture,249300,All Logistics,24,11,2009,MISSING,MISSING,NoChequeNumberField
794,"[8372, 13153]",2,Invoice/Facture,261958,All Logistics,16,10,2009,204,MISSING,NoChequeNumberField
795,"[6675, 4300, 2390, 1488]",4,Invoice/Facture,184800,Sangho Tataouine,12,3,2007,504,MISSING,NoChequeNumberField
796,"[4242, 6661, 2362, 1495]",4,Invoice/Facture,67800,Sangho Tataouine,3,3,2007,420,MISSING,NoChequeNumberField
797,,,Invoice/Facture,248300,All Logistics,13,12,2011,793,MISSING,NoChequeNumberField
798,"[4248, 6690, 2358, 1475]",4,Invoice/Facture,246300,Sangho Tataouine,3,3,2007,416,MISSING,NoChequeNumberField
799,[19800],1,Invoice/Facture,183300,All Logistics,19,1,2012,809,MISSING,NoChequeNumberField
800,"[4810, 17035, 10094, 2798]",4,Invoice/Facture,245300,All Logistics,9,7,2009,105,MISSING,NoChequeNumberField
801,,,Invoice/Facture,183300,All Logistics,4,1,2012,811,MISSING,NoChequeNumberField
802,"[12867, 5199]",2,Invoice/Facture,3708400,All Logistics,14,9,2009,174,MISSING,NoChequeNumberField
803,[18263],1,Invoice/Facture,245300,All Logistics,NaN,NaN,NaN,181,MISSING,NoChequeNumberField
804,"[1556, 17770]",2,Invoice/Facture,41939,Economic Auto,28,2,2007,MISSING,MISSING,NoChequeNumberField
805,"[5008, 18810, 19097, 17429]",4,Invoice/Facture,916600,All Logistics,5,9,2011,725,MISSING,NoChequeNumberField
807,"[1551, 17767]",2,Invoice/Facture,202800,Sangho Privilege Tataouine,6,4,2007,354,MISSING,NoChequeNumberField
810,"[19186, 14994]",2,Invoice/Facture,1457662,HBC,13,11,2007,3709/07,MISSING,NoChequeNumberField
811,"[5022, 7826, 3963, 10430, 6118]",5,Invoice/Facture,100000,Librairie Al Kidab,23,8,2007,120230,MISSING,NoChequeNumberField
812,"[18089, 12169]",2,Invoice/Facture,317900,Societe Tunisienne de l'Electricite du Gaz,3,6,2009,MISSING,MISSING,NoChequeNumberField
813,[18088],1,Receipt,3200000,Espace Mimoshop Ilyes Ben Friha,NaN,NaN,NaN,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
814,[17127],1,Invoice/Facture,660412,EHEM Espace Hamdi,8,7,2009,764,MISSING,NoChequeNumberField
817,"[2811, 4923, 16537, 17098, 5995]",5,Invoice/Facture,526760,Bureau Plus,30,6,2009,FC72881,MISSING,NoChequeNumberField
819,"[17093, 4910, 5988]",3,Invoice/Facture,2296300,Maxi Mac,30,7,2009,0183/2009,MISSING,NoChequeNumberField
820,"[4813, 19415, 7598, 19748, 2848, 17076]",6,Invoice/Facture,2700300,Tri Car Location de Voitures,18,7,2009,15/07/09,MISSING,NoChequeNumberField
821,"[2631, 1933, 19370, 4619]",4,Invoice/Facture,21800300,Equip Petrol,31,5,2010,15/0105-3105/2010,MISSING,NoChequeNumberField
823,"[17414, 328, 14622, 18135, 19754]",5,Receipt,820000,Mohamed el Atri,4,8,2009,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
824,"[17175, 4904, 7784, 17661]",4,Invoice/Facture,1498500,Loisir Club Travels Tunisie,3,8,2009,1008,MISSING,NoChequeNumberField
826,"[15266, 11105]",2,Invoice/Facture,42300,Auto Service Express,31,10,2007,SS0600,MISSING,NoChequeNumberField
827,"[15141, 10927, 13204]",3,Invoice/Facture,907420,Auto Service Express,9,11,2007,SS0622,MISSING,NoChequeNumberField
831,"[13356, 73, 5240]",3,Invoice/Facture,880000,Hotel Sangho Tataouine,2,12,2004,2619,MISSING,NoChequeNumberField
832,,,Invoice/Facture,2850.00,Winstar Tunisia BV,31,12,2011,SOL/BHP/00356/11,10654,NoChequeNumberField
837,[12697],1,Invoice/Facture,382700,Destination Tourisme & Voyages,1,12,2004,2235,MISSING,NoChequeNumberField
845,"[18424, 16949, 2796]",3,Invoice/Facture,356700,Societe National Distribution des Petroles AGIL SA,7,7,2009,MISSING,MISSING,NoChequeNumberField
847,"[12062, 18308, 1831]",3,Invoice/Facture,220000,OK Restaurant SA,14,5,2007,1475/07,MISSING,NoChequeNumberField
851,"[18833, 2976, 5046, 19126]",4,Receipt,99258,Electro Nour el Houda,28,7,2008,UNREADABLE,NoPurchaseOrderNumberField,NoChequeNumberField
852,"[16257, 2792, 4774, 19402, 16909]",5,Invoice/Facture,77632,Societe Tunisienne de l'Electricite du Gaz,NaN,NaN,NaN,MISSING,MISSING,NoChequeNumberField
854,"[17896, 14677]",2,Invoice/Facture,1265500,Zenith Soft,26,8,2008,0406826/08,MISSING,NoChequeNumberField
857,"[12049, 5658]",2,Invoice/Facture,7130300,Teletec,12,6,2006,600112,MISSING,NoChequeNumberField
862,"[4490, 1784, 9541]",3,Invoice/Facture,72000,Hotel Les Ambassadeurs,26,4,2007,540000,MISSING,NoChequeNumberField
865,[6238],1,Invoice/Facture,124800,Auto Service Express,31,7,2008,SS0462,MISSING,NoChequeNumberField
866,"[17079, 10097, 7617]",3,Invoice/Facture,13330300,Teletec,31,7,2006,600169,MISSING,NoChequeNumberField
872,"[5865, 12292]",2,Invoice/Facture,1205000,Sheraton Tunis Hotel & Towers,1,8,2006,10604262,MISSING,NoChequeNumberField
874,"[2025, 9931]",2,Invoice/Facture,83036,Peartech,19,7,2006,F061039,MISSING,NoChequeNumberField
878,"[2022, 9928, 6626, 16259]",4,Invoice/Facture,167400,Sangho Privilege Tataouine,27,7,2006,1872,MISSING,NoChequeNumberField
881,"[18780, 5835, 1886, 1889, 17380, 16253]",6,Invoice/Facture,67500,Sangho Privilege Tataouine,27,7,2006,1870,MISSING,NoChequeNumberField
882,"[18832, 12673, 2963]",3,Invoice/Facture,6200300,Teletec Catering,25,10,2006,600211,MISSING,NoChequeNumberField
885,,,Invoice/Facture,2016300,MSA Petroserve,16,12,2008,20080020,MISSING,NoChequeNumberField
888,"[2566, 12098]",2,Invoice/Facture,135300,Hotel Sangho Tataouine,24,5,2007,1403,MISSING,NoChequeNumberField
891,,,Invoice/Facture,9787500,Industries Nouri Abid,20,11,2007,324/2007,MISSING,NoChequeNumberField
892,[18909],1,Invoice/Facture,14050000,Industries Nouri Abid,20,11,2007,325/2007,MISSING,NoChequeNumberField
893,,,Invoice/Facture,1572400,Africa Trade Corporation,13,12,2007,FA3224,MISSING,NoChequeNumberField
894,,,Invoice/Facture,170000,Bureau Plus,7,12,2007,FC70925,MISSING,NoChequeNumberField
895,"[1487, 6714, 9121, 4251, 2404, 19645, 19644]",7,Invoice/Facture,62000000,Sahara Wafa Services,6,2,2009,MISSING,MISSING,NoChequeNumberField
896,,,Invoice/Facture,487500,Bureau Plus,3,12,2007,FC70897,MISSING,NoChequeNumberField
897,[19567],1,Invoice/Facture,73000,Bureau Plus,26,11,2007,FC70865,MISSING,NoChequeNumberField
898,"[18569, 13342]",2,Invoice/Facture,1403769,Bureau Plus,11,12,2007,FC70942,MISSING,NoChequeNumberField
899,,,Invoice/Facture,141100,Hotel Sangho Tataouine,29,11,2007,3247,MISSING,NoChequeNumberField
900,[19886],1,Invoice/Facture,138100,Sangho Privilege Tataouine,12,11,2007,3103,MISSING,NoChequeNumberField
905,[13214],1,Invoice/Facture,878800,Destination Tourisme & Voyages,26,11,2007,3946,MISSING,NoChequeNumberField
908,"[1629, 6969, 9301]",3,Invoice/Facture,543200,Destination Tourisme & Voyages,3,6,2005,1607,MISSING,NoChequeNumberField
909,[10722],1,Invoice/Facture,351900,Mercure Sfax,5,10,2007,3976,MISSING,NoChequeNumberField
912,"[7158, 9129]",2,Invoice/Facture,1261200,Destination Tourisme & Voyages,8,6,2005,1659,MISSING,NoChequeNumberField
914,[10719],1,Invoice/Facture,1757300,Destination Tourisme & Voyages,17,10,2007,3313,MISSING,NoChequeNumberField
924,"[4341, 17202, 1643, 9525]",4,Receipt,367000,Sheraton Tunis Hotel & Towers,23,3,2005,CLFD036289,NoPurchaseOrderNumberField,NoChequeNumberField
925,[10707],1,Invoice/Facture,269340,Economic Auto,18,9,2007,07D02405,MISSING,NoChequeNumberField
